report_id,family_id,report_date,borough,child_age,child_race_ethnicity,allegation_type,reporter_type,reporter_accuracy_score,assigned_caseworker_id,caseworker_caseload,narrative,outcome
SCR000141,FAM00557,2024-05-06,Bronx,8,Hispanic/Latino,Neglect - Educational,Anonymous,0.191,CW0044,77,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000142,FAM00574,2021-05-11,Bronx,10,Black/African American,Sexual Abuse,Daycare/Childcare,0.327,CW0049,75,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000143,FAM00646,2023-02-28,Manhattan,2,Hispanic/Latino,Domestic Violence Exposure,Daycare/Childcare,0.404,CW0007,57,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000144,FAM00028,2023-02-21,Manhattan,15,Hispanic/Latino,Neglect - Educational,Shelter Staff,0.336,CW0003,36,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000145,FAM00620,2024-05-05,Staten Island,5,Hispanic/Latino,Neglect - Inadequate Supervision,Family Member,0.274,CW0001,69,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000146,FAM00556,2023-08-17,Queens,5,White,Sexual Abuse,Daycare/Childcare,0.317,CW0051,36,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000147,FAM00340,2023-12-20,Manhattan,7,Black/African American,Neglect - Medical,Daycare/Childcare,0.342,CW0038,59,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000148,FAM00331,2022-05-30,Brooklyn,0,Hispanic/Latino,Neglect - Inadequate Supervision,Family Member,0.232,CW0043,47,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000149,FAM00640,2024-02-08,Manhattan,2,Black/African American,Neglect - Educational,School/Educational Staff,0.241,CW0055,53,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000150,FAM00506,2021-01-24,Queens,11,White,Neglect - Educational,Anonymous,0.22,CW0057,35,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000151,FAM00348,2024-10-25,Bronx,1,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.309,CW0053,33,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000152,FAM00473,2021-08-23,Brooklyn,8,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.434,CW0033,32,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000153,FAM00231,2024-10-28,Queens,3,Black/African American,Neglect - Educational,Hospital/Medical,0.391,CW0062,78,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000154,FAM00190,2024-01-05,Brooklyn,5,White,Neglect - Inadequate Food/Clothing/Shelter,Social Service Provider,0.264,CW0011,76,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000155,FAM00225,2022-07-01,Brooklyn,3,Hispanic/Latino,Neglect - Educational,Anonymous,0.11,CW0072,35,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000156,FAM00385,2024-08-05,Manhattan,4,Black/African American,Emotional Abuse,Daycare/Childcare,0.361,CW0052,55,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000157,FAM00377,2022-11-28,Bronx,11,Unknown,Neglect - Inadequate Supervision,Daycare/Childcare,0.384,CW0001,73,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000158,FAM00283,2021-08-17,Brooklyn,3,White,Neglect - Educational,Shelter Staff,0.288,CW0014,67,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000159,FAM00633,2022-08-25,Brooklyn,8,Unknown,Neglect - Inadequate Food/Clothing/Shelter,Neighbor/Community,0.197,CW0021,40,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000160,FAM00628,2023-06-10,Bronx,6,Hispanic/Latino,Neglect - Inadequate Supervision,Shelter Staff,0.263,CW0034,58,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000161,FAM00259,2021-11-20,Bronx,10,Hispanic/Latino,Domestic Violence Exposure,Hospital/Medical,0.445,CW0014,49,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000162,FAM00359,2023-07-19,Queens,16,Multiracial,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.384,CW0040,39,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000163,FAM00456,2021-01-07,Bronx,11,Hispanic/Latino,Neglect - Inadequate Supervision,Anonymous,0.175,CW0035,55,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000164,FAM00411,2022-06-24,Brooklyn,2,White,Physical Abuse,Daycare/Childcare,0.39,CW0042,77,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000165,FAM00649,2023-10-23,Bronx,0,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.435,CW0020,56,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000166,FAM00318,2022-01-01,Staten Island,3,Hispanic/Latino,Neglect - Medical,School/Educational Staff,0.235,CW0060,79,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000167,FAM00225,2023-11-06,Bronx,8,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.088,CW0009,43,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000168,FAM00234,2021-08-06,Brooklyn,0,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.333,CW0033,65,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Still Open
SCR000169,FAM00374,2024-07-04,Queens,7,Black/African American,Neglect - Educational,Daycare/Childcare,0.349,CW0049,41,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000170,FAM00608,2022-09-04,Queens,8,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Social Service Provider,0.352,CW0068,52,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000171,FAM00472,2024-08-01,Bronx,4,Unknown,Sexual Abuse,Hospital/Medical,0.504,CW0004,50,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000172,FAM00233,2023-11-06,Queens,12,Black/African American,Emotional Abuse,School/Educational Staff,0.346,CW0048,37,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000173,FAM00113,2024-06-01,Brooklyn,1,Hispanic/Latino,Neglect - Inadequate Supervision,Daycare/Childcare,0.413,CW0016,68,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000174,FAM00497,2022-02-12,Brooklyn,0,White,Neglect - Inadequate Supervision,Anonymous,0.145,CW0047,38,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000175,FAM00442,2021-11-10,Bronx,11,Hispanic/Latino,Emotional Abuse,Shelter Staff,0.24,CW0026,53,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000176,FAM00564,2023-02-05,Bronx,7,Black/African American,Neglect - Medical,Neighbor/Community,0.177,CW0070,60,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000177,FAM00268,2021-11-27,Manhattan,10,White,Neglect - Educational,School/Educational Staff,0.27,CW0037,54,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000178,FAM00510,2024-01-10,Brooklyn,6,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.358,CW0022,46,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000179,FAM00386,2023-12-23,Brooklyn,3,White,Neglect - Inadequate Supervision,Daycare/Childcare,0.39,CW0007,71,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000180,FAM00387,2021-01-02,Manhattan,13,White,Sexual Abuse,Family Member,0.246,CW0042,58,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000181,FAM00113,2024-05-11,Queens,12,Unknown,Neglect - Educational,School/Educational Staff,0.372,CW0030,32,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000182,FAM00613,2022-10-26,Bronx,10,Hispanic/Latino,Neglect - Inadequate Supervision,Anonymous,0.039,CW0074,50,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000183,FAM00625,2023-09-28,Manhattan,3,Black/African American,Emotional Abuse,Shelter Staff,0.309,CW0079,37,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000184,FAM00081,2021-02-09,Bronx,8,Hispanic/Latino,Neglect - Educational,Hospital/Medical,0.354,CW0006,43,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000185,FAM00113,2021-08-18,Manhattan,4,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.31,CW0024,68,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000186,FAM00002,2023-01-14,Manhattan,1,Multiracial,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.204,CW0066,45,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000187,FAM00642,2022-09-22,Staten Island,15,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.343,CW0040,47,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000188,FAM00220,2022-05-06,Bronx,1,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.431,CW0015,60,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000189,FAM00566,2021-04-29,Bronx,16,White,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.487,CW0053,40,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000190,FAM00225,2022-05-09,Bronx,6,Hispanic/Latino,Neglect - Educational,Family Member,0.19,CW0005,67,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000191,FAM00385,2024-03-07,Bronx,2,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.415,CW0036,49,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000192,FAM00403,2021-06-11,Bronx,7,Hispanic/Latino,Emotional Abuse,Anonymous,0.148,CW0074,75,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000193,FAM00638,2021-06-25,Queens,14,Asian,Emotional Abuse,School/Educational Staff,0.228,CW0046,74,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000194,FAM00130,2023-09-23,Bronx,11,Black/African American,Neglect - Educational,Law Enforcement,0.334,CW0023,33,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000195,FAM00053,2021-05-22,Bronx,12,Asian,Neglect - Educational,Shelter Staff,0.273,CW0045,49,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000196,FAM00416,2023-12-27,Manhattan,9,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.196,CW0010,60,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000197,FAM00247,2021-09-15,Brooklyn,10,White,Neglect - Inadequate Supervision,Family Member,0.243,CW0054,49,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000198,FAM00439,2021-09-20,Queens,13,White,Neglect - Inadequate Supervision,School/Educational Staff,0.252,CW0070,40,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000199,FAM00203,2024-09-13,Bronx,3,Black/African American,Physical Abuse,Law Enforcement,0.373,CW0077,79,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000200,FAM00184,2023-09-01,Brooklyn,6,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.411,CW0032,30,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000201,FAM00123,2024-01-31,Bronx,2,Black/African American,Neglect - Educational,Shelter Staff,0.286,CW0043,73,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000202,FAM00401,2021-12-05,Bronx,17,White,Neglect - Inadequate Supervision,Hospital/Medical,0.404,CW0015,47,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000203,FAM00294,2022-06-27,Queens,16,Hispanic/Latino,Physical Abuse,Hospital/Medical,0.445,CW0066,68,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000204,FAM00280,2023-12-17,Bronx,0,Hispanic/Latino,Neglect - Educational,Hospital/Medical,0.458,CW0015,73,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000205,FAM00610,2024-05-27,Brooklyn,10,Black/African American,Physical Abuse,Law Enforcement,0.357,CW0020,62,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000206,FAM00198,2023-05-17,Brooklyn,15,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.445,CW0050,65,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000207,FAM00511,2022-03-10,Brooklyn,2,Black/African American,Neglect - Medical,Daycare/Childcare,0.334,CW0006,47,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000208,FAM00144,2024-01-10,Queens,8,Black/African American,Neglect - Medical,Hospital/Medical,0.456,CW0079,76,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000209,FAM00609,2024-11-13,Bronx,15,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.318,CW0017,60,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000210,FAM00201,2022-02-16,Manhattan,0,Asian,Neglect - Inadequate Supervision,Anonymous,0.164,CW0026,64,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000211,FAM00124,2024-12-31,Staten Island,10,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.382,CW0022,68,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000212,FAM00187,2022-10-01,Brooklyn,3,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.379,CW0073,67,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000213,FAM00326,2023-03-29,Queens,15,Unknown,Physical Abuse,Daycare/Childcare,0.397,CW0064,44,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000214,FAM00464,2024-10-07,Bronx,17,White,Emotional Abuse,Hospital/Medical,0.416,CW0076,76,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000215,FAM00349,2024-08-23,Brooklyn,16,Multiracial,Physical Abuse,School/Educational Staff,0.324,CW0058,35,Law enforcement responded to domestic incident. Child present in home.,Substantiated
